x
2,214736174
1,043813432
1,375112005
0,903751526
1,007190667
1,558013309
1,116336635
1,465826747
1,291606672
1,745661263
1,596556721
1,789199407
1,83648507
0,728716453
1,706621024
1,436120444
1,105221356
2,006496505
1,694280177
1,200892273
1,507993249
1,834141869
1,84466764
1,604890181
1,804984841
1,540470178
1,523977377
2,305456368
0,791423404
1,83214401
1,041859625
2,052934184
1,430442123
0,897445789
2,404056629
2,368819482
1,325033268
1,220989167
0,681512369
2,837950887
1,223082549
1,134144055
1,723903224
1,760477782
1,72138369
1,156461543
1,672050629
1,419510514
1,708089319
1,533398611
1,20956972
1,927885737
2,310094807
2,416301944
1,961112311
1,419775598
2,646533593
1,513914204
1,374969875
1,928941651
1,288939025
1,751273856
1,576517065
1,403670666
1,608806022
1,703674506
2,143748887
2,185973052
2,707738459
0,687445905
1,246703088
1,429909618
1,404011856
1,667464644
1,901624529
1,778604678
1,876965414
2,155291402
1,161719916
1,207432792
2,302775276
1,292325083
1,812797043
1,248122822
1,229971475
0,997693287
0,665654077
1,309808625
1,613009634
0,856520825
1,692449601
1,729927467
2,048001016
1,247957805
1,505507847
1,635466024
1,793163177
0,720254702
0,905760466
1,258461512
1,453088503
1,029874431
1,870057444
1,642420586
1,873642866
1,054670664
1,482042301
1,063639172
1,299529004
1,47111106
1,498422174
1,804833436
2,134798774
0,860776267
1,163704871
1,565402599
1,958260463
0,380799527
1,799697662
0,979119506
1,597436084
1,013021115
1,687935514
0,398844731
1,352707481
0,482310943
0,385301578
2,07867356
1,685137328
2,35544995
2,295095951
1,728906721
1,489816255
1,049014974
1,720446753
1,242471927
0,333073316
0,985215836
1,849478291
2,851826404
0,724045936
1,499624448
1,028147361
0,536463195
1,730970896
2,148445131
2,045773857
1,616350975
1,456525962
1,111400774
0,455250995
1,308310887
1,463232298
2,351927138
1,794322493
1,183028907
1,750208334
2,096760059
0,851191678
2,285540311
0,5655815
1,707006012
2,390437059
1,840531305
1,544266435
1,216356588
1,231773639
1,440216043
0,945174997
1,64389164
1,320518579
0,485550253
1,808073093
1,71607121
2,983125297
2,191103841
1,352741276
1,70689526
1,042625902
1,432770061
1,789322636
0,597642439
1,2255257
0,994165414
1,120551699
1,248012201
0,678426282
2,195290255
1,269317432
2,258619907
1,103659351
1,787495238
1,092418698
1,562119806
1,24987972
1,096887996
1,686643621
1,276916395
1,220439396
1,842675785
1,973852178
0,953998504
0,971525103
0,220086483
1,777472812
2,175868697
1,522608745
0,856625773
1,109981221
1,835614071
0,225574356
2,04265089
1,202793711
1,206768387
1,835686275
0,945699942
1,530296287
1,872978439
1,571216176
1,021661517
1,584321029
1,542457237
1,785855627
1,889696746
1,960626867
2,28202353
0,799045897
1,71638657
1,14226306
1,284692601
1,246808888
2,662826633
2,609791716
1,375637995
1,601122119
1,598873343
1,975520459
1,958730896
1,6666191
0,880572897
2,873676056
1,898892281
1,778025361
2,046605501
2,040877718
2,218445728
2,580748279
1,943753528
1,037343916
0,697603211
1,762910367
0,960674436
0,776171715
0,251750901
1,843003575
1,878791407
0,899416291
1,527869369
1,360368088
0,606091382
2,41868013
1,779556391
1,891765859
1,712086619
0,8635576
2,096881661
1,799668419
0,369368541
2,027644366
1,793206014
1,905805715
0,726993634
2,198826768
1,382670704
1,629526344
1,565643184
1,075635555
1,290131237
1,267182354
1,340028286
2,791774915
1,840275862
1,090565538
1,645679716
1,867734317
1,605061477
1,750928403
1,625068347
0,867953334
1,278694957
1,349022491
0,831551666
2,037264005
0,914009157
1,28715897
1,358638687
1,933743205
1,844281772
1,51985122
2,482893014
1,079493722
1,073575733
1,781330686
2,831768776
1,265247747
2,276720083
1,19091562
1,74865578
1,317820419
-0,2693195
2,077814766
1,414470075
1,170062662
1,735839835
2,063313835
0,789402787
2,4019098
2,209896757
1,198861043
1,493103273
1,385283562
0,962516499
1,025526243
2,053072978
0,750469071
1,302227765
1,124825146
2,301660172
1,275702339
1,437567677
2,010433005
0,938199678
1,811016202
1,366151675
2,112781577
2,341665495
1,203263861
1,181732158
1,363450158
1,5243302
1,173709572
1,302703283
1,450136651
1,460899903
1,921011726
2,542717622
0,940070191
1,366164406
0,831641636
1,334074431
1,186879246
2,056384518
1,231150576
1,927766705
0,921855186
0,838531098
1,913476694
1,609725741
0,755285675
2,124606385
0,495807674
2,182128994
1,305751955
0,946442647
1,647261252
1,387869691
1,205915216
2,125571612
1,587312244
2,17019634
1,681478408
1,06617431
1,360566391
1,896490553
2,351474739
1,840370769
2,15498129
1,029735913
2,827951876
0,812604188
2,997845932
1,307162632
0,832591639
0,479896648
1,820582732
1,022379104
1,146373108
1,962715507
1,519337836
1,834372316
1,772550218
0,668256115
2,035053598
1,428078943
0,862218961
1,524851837
1,412163367
1,535184472
1,440337384
1,328681335
1,320203896
1,500375084
1,093470347
2,059581229
0,997022343
0,877744006
1,30003061
1,427328072
1,692877796
1,558021386
2,037985594
1,597097436
2,417203241
1,949310282
1,650071862
1,338472919
1,502144345
1,047855466
1,976225427
1,324128703
1,198315995
2,118576257
0,7948576
1,884223497
1,058391249
1,710638477
2,351695517
1,61950625
1,015401923
2,068087644
1,712957733
1,400565955
1,385944282
1,615068488
1,593062279
2,484140521
0,939108405
1,441108787
2,226605451
1,356379682
1,295899316
2,326429908
0,883130401
1,452847328
1,54533679
1,828969139
1,743310239
1,326624432
1,629215971
1,22931989
1,473538204
1,631943008
2,217042248
2,019458115
2,190125986
1,973156128
1,283495533
0,760919597
1,886855812
2,295312389
1,975268795
1,133757098
0,934679946
1,586299078
2,473607515
1,796878366
1,773242653
0,298047235
2,000880769
1,630647021
1,393044227
1,190712912
2,304926404
1,116565908
1,15132795
0,630586454
0,937117277
1,420281916
2,293852847
1,749780907
1,69669462
0,6687038
1,786028699
1,589457784
1,295920109
2,24402255
1,268431006
1,280863631
1,31028897
0,851373155
1,385801021
1,398146708
1,912669044
2,567960848
1,370331957
1,994886357
1,962312989
0,820890521
2,397046693
1,910180128
1,158051825
0,966328853
2,562194315
1,250871613
1,825975107
1,777786936
1,491906016
1,882858027
1,683998727
2,498680002
1,737074249
1,604355252
1,395106925
0,391640004
2,270633048
0,688665658
1,431861848
2,099932621
1,746612103
2,132722953
1,415248111
1,381674665
1,782055981
1,529118768
1,089361867
2,448280921
1,337359007
1,992543551
1,718626658
0,937748599
1,520605655
1,128381043
0,648381347
1,665307962
1,666064148
1,412251805
1,340631669
2,190506043
1,391849148
2,058962171
1,217909071
1,713152934
1,597012259
1,857677736
1,221838741
1,379794219
1,049768342
1,644980175
1,90200332
1,110750553
0,663831346
1,150554785
1,697650432
1,487687688
1,164851112
1,625660623
1,766056774
2,824598402
0,979067346
1,438363225
2,091770923
1,133482129
1,435741634
2,410241788
0,642383519
1,433418941
2,290395307
0,592428514
2,531970756
1,244868596
0,385138769
2,029624093
1,812052732
1,835828231
0,486892815
1,499668338
1,332086682
1,890720657
1,585350152
1,994819563
1,467751908
2,323168197
2,841378528
2,302362697
1,225427229
1,164506854
0,981174889
1,44522651
2,204142937
1,084108553
0,919342422
1,007206627
1,782893396
1,746744067
0,997906444
1,258373115
1,679087651
1,785536986
2,070512118
1,494497478
2,301193561
2,217355828
1,313865328
1,620838426
2,354979687
2,104320379
0,438522346
1,544194199
2,248984511
1,230948301
1,549950031
1,792119126
0,477631841
1,133200872
1,525178854
2,224958607
1,6778071
1,562009049
1,425482071
1,121007921
1,8653114
1,88262175
1,823751316
1,458118481
1,907654793
1,33928776
1,389562165
1,853142821
2,026703292
1,402911043
1,529468511
1,639740617
1,236198627
1,340467737
0,63219989
1,031343029
0,738686762
1,245094088
2,531987709
1,353277202
1,268693093
2,280466856
1,725039265
1,565699716
0,865170946
1,80755709
